Page URL,Load Time (seconds)
https://www.cricbuzz.com/,3.55
https://www.cricbuzz.com/,3.55
https://www.cricbuzz.com/,3.55
https://www.espncricinfo.com/,3.37
https://www.espncricinfo.com/,3.37
https://www.espncricinfo.com/,3.37
