Page URL,Load Time (seconds)
https://www.cricbuzz.com/,4.83
https://www.cricbuzz.com/,4.83
https://www.cricbuzz.com/,4.83
https://www.espncricinfo.com/,6.26
https://www.espncricinfo.com/,6.26
https://www.espncricinfo.com/,6.26
